bgg_id,best,recommended,not_recommended
123999,0+,0+,0+
124001,2,1,1
124002,1,1,1
124005,1,1,1
124006,1,1,1
124007,1,1,1
124011,1,1,1
124013,1,1,1
124016,1,1,1
124017,1,1,1
124018,1,1,1
124019,1,1,1
124020,1,1,1
124021,1,1,1
124022,1,1,1
124023,6,3,1
124025,1,1,1
124026,1,1,1
124027,1,1,1
124028,1,1,1
124029,1,1,1
124031,1,1,1
124032,1,1,1
124036,0+,0+,0+
124037,1,1,1
124040,1,1,1
124041,1,1,1
124048,1,1,1
124049,1,1,1
124057,1,1,1
124058,1,1,1
124061,1,1,1
124062,1,1,1
124063,1,1,1
124064,1,1,1
124076,1,1,1
124077,1,3,1
124092,1,1,1
124095,2,1,1
124096,1,1,1
124100,1,1,1
124103,1,1,1
124104,1,1,1
124107,1,1,1
124111,1,1,1
124112,1,1,1
124113,1,1,1
124114,1,1,1
124115,1,1,1
124118,4,2,4+
124119,1,1,1
124123,1,1,1
124124,1,1,1
124125,6,5,1
124129,2+,1,1
124132,2,1,1
124138,4,1,1
124141,0+,0+,0+
124143,1,1,1
124144,1,1,1
124146,1,1,1
124147,3,2,5+
124150,1,1,1
124152,1,1,1
124156,1,1,1
124157,1,1,1
124158,1,1,1
124159,1,1,1
124161,1,1,1
124164,1,1,1
124170,1,1,1
124176,1,1,1
124185,1,4,5+
124193,1,1,1
124195,1,1,1
124196,1,1,1
124197,1,1,1
124210,1,1,1
124220,1,1,1
124221,1,2,8+
124223,1,1,1
124225,1,1,1
124227,1,1,1
124238,1,1,1
124240,1,1,1
124242,1,1,1
124249,2,1,1
124252,1,1,1
124254,1,1,1
124262,1,1,1
124263,4,2,1
124265,2,1,1
124266,1,3,1
124271,2,1,1
124272,1,1,1
124279,1,1,1
124280,1,1,1
124281,1,1,1
124286,1,1,1
124294,4,2,1
124300,2,1,4+
124301,1,1,1
124304,1,1,1
124311,1,1,1
124313,2,1,1
124316,4,3,4+
124318,1,1,1
124322,1,1,1
124323,2,1,1
124324,1,1,1
124325,1,1,1
124330,1,1,1
124333,1,1,1
124340,1,1,1
124344,1,1,1
124345,1,1,1
124348,2,1,1
124349,1,1,1
124351,1,1,1
124357,3,2,1
124358,1,1,1
124363,1,1,1
124371,1,1,1
124389,4,1,6+
124404,2,1,1
124408,1,1,1
124409,1,1,1
124410,1,1,1
124411,1,1,1
124412,1,1,1
124413,2,1,1
124421,1,1,1
124430,1,1,1
124431,1,1,1
124432,1,1,1
124433,1,1,1
124434,1,1,1
124435,1,1,1
124436,1,1,1
124439,0+,0+,0+
124440,1,1,1
124446,1,1,1
124447,1,1,1
124453,1,1,1
124454,1,1,1
124456,2,1,1
124461,2,1,1
124470,1,1,1
124472,1,1,1
124473,1,1,1
124474,1,1,1
124475,1,1,1
124476,1,1,1
124478,1,1,1
124482,1,1,1
124484,0+,0+,0+
124486,4,3,1
124487,1,3,1
124489,1,1,1
124491,2,1,1
124492,1,1,1
124494,1,1,1
124497,2,1,1
124504,1,1,1
124506,1,1,1
124507,1,1,1
124508,1,1,1
124511,1,1,1
124525,1,1,1
124526,1,1,1
124527,1,1,1
124534,2,1,1
124539,1,1,1
124541,1,1,1
124542,1,1,1
124543,1,1,1
124547,1,1,1
124550,1,1,1
124551,1,1,1
124553,1,1,1
124554,1,1,1
124556,1,1,1
124558,1,1,1
124559,1,1,1
124560,1,1,1
124563,1,1,1
124564,3,1,1
124565,1,1,1
124566,1,1,1
124569,1,1,1
124583,1,1,1
124584,1,1,1
124586,0+,0+,0+
124591,0+,0+,0+
124597,1,1,1
124599,4,3,1
124601,4,5,1
124602,2,1,1
124610,2,1,1
124618,1,1,1
124624,1,1,1
124625,1,1,1
124633,0+,0+,0+
124634,0+,0+,0+
124635,1,1,1
124636,2,1,1
124638,1,1,1
124639,1,1,1
124640,5,3,1
124649,1,1,1
124656,0+,0+,0+
124657,3,1,1
124662,1,1,1
124663,1,1,1
124664,1,1,1
124666,1,1,1
124669,0+,0+,0+
124674,1,1,1
124675,2,4,1
124676,1,1,1
124677,1,1,1
124680,0+,0+,0+
124681,0+,0+,0+
124682,0+,0+,0+
124683,0+,0+,0+
124684,0+,0+,0+
124685,0+,0+,0+
124686,0+,0+,0+
124687,2,1,4+
124688,0+,0+,0+
124689,0+,0+,0+
124690,0+,0+,0+
124691,0+,0+,0+
124692,1,1,1
124693,6,5,3
124699,4,3,1
124703,1,1,1
124705,0+,0+,0+
124709,4,2,1
124710,0+,0+,0+
124711,0+,0+,0+
124712,0+,0+,0+
124713,0+,0+,0+
124714,0+,0+,0+
124715,0+,0+,0+
124716,2,1,1
124717,0+,0+,0+
124718,0+,0+,0+
124719,0+,0+,0+
124720,0+,0+,0+
124721,0+,0+,0+
124722,0+,0+,0+
124723,0+,0+,0+
124724,0+,0+,0+
124725,0+,0+,0+
124732,1,1,1
124733,1,1,1
124741,1,1,1
124743,1,1,1
124744,1,1,1
124745,1,1,1
124773,4,1,1
124777,1,1,1
124778,0+,0+,0+
124779,1,1,1
124784,1,1,1
124786,1,1,1
124787,4,3,1
124809,0+,0+,0+
124830,1,1,1
124836,2,4,1
124840,1,1,1
124844,3,2,1
124845,1,1,1
124846,1,1,1
124848,4,1,1
124855,1,1,1
124860,1,1,1
124862,1,1,1
124864,1,1,1
124865,1,1,1
124866,1,1,1
124868,1,1,1
124872,1,1,1
124880,1,1,1
124882,1,1,1
124883,1,1,1
124889,1,1,1
124891,1,1,1
124899,1,1,1
124900,1,1,1
124911,1,1,1
124914,1,1,1
124916,1,1,1
124919,3,1,1
124920,1,1,1
124931,1,1,1
124933,1,1,1
124952,1,1,1
124956,1,1,1
124961,1,1,1
124973,1,1,1
124985,1,1,1
124988,1,1,1
124989,1,1,1
124990,1,1,1
124994,1,1,1
124995,1,1,1
125002,1,1,1
125003,1,1,1
125004,1,1,1
125005,2,1,1
125006,2,1,1
125008,1,1,1
125027,1,1,1
125030,1,1,1
125031,1,1,1
125049,1,1,1
125051,4,2,1
125053,5,4,1
125054,1,1,1
125056,1,1,1
125057,1,1,1
125058,1,1,1
125060,1,1,1
125062,1,1,1
125063,1,1,1
125065,2,1,1
125066,1,1,1
125085,1,1,1
125088,1,1,1
125090,1,1,1
125092,4,3,1
125094,1,1,1
125095,1,1,1
125097,1,1,1
125099,3,2,5
125107,1,1,1
125108,1,1,1
125119,0+,0+,0+
125120,1,1,1
125121,1,1,1
125122,1,1,1
125123,1,1,1
125124,1,1,1
125125,1,1,1
125126,1,1,1
125130,1,1,1
125131,1,1,1
125132,1,1,1
125133,1,1,1
125134,1,1,1
125137,3,1,1
125142,1,1,1
125145,2,4,3
125146,3,1,1
125150,1,1,1
125154,1,1,1
125155,0+,0+,0+
125156,0+,0+,0+
125171,1,1,1
125175,1,1,1
125179,1,1,1
125187,1,1,1
125188,0+,0+,0+
125189,1,1,1
125190,1,1,1
125193,1,1,1
125194,1,1,1
125195,3,4,1
125196,1,1,1
125199,1,1,1
125201,1,1,1
125202,1,1,1
125205,1,1,1
125206,1,1,1
125207,1,1,1
125267,1,1,1
125271,1,1,1
125285,1,1,1
125286,1,1,1
125287,1,1,1
125288,1,1,1
125289,1,1,1
125290,1,1,1
125291,1,1,1
125292,1,1,1
125293,1,1,1
125294,1,1,1
125295,1,1,1
125296,1,1,1
125297,1,1,1
125298,1,1,1
125299,1,1,1
125300,1,1,1
125301,1,1,1
125302,1,1,1
125304,1,1,1
125317,1,1,1
125319,0+,0+,0+
125367,3,1,1
125369,0+,0+,0+
125374,0+,0+,0+
125375,0+,0+,0+
125376,2,1,4+
125383,1,1,1
125384,1,1,1
125386,4,3,1
125394,3,2,6
125403,3,4,1
125410,1,1,1
125412,0+,0+,0+
125429,1,1,1
125434,1,1,1
125435,1,1,1
125439,1,1,1
125440,2,1,1
125441,1,1,1
125444,1,1,1
125445,0+,0+,0+
125446,1,2,1
125447,1,1,1
125448,1,1,1
125449,1,1,1
125456,1,1,1
125472,4,3,1
125475,1,1,1
125491,1,1,1
125492,4,5,2
125494,1,1,1
125495,1,1,1
125496,5,3,1
125505,1,1,1
125508,1,1,1
125509,1,1,1
125515,1,1,1
125525,1,1,1
125527,1,1,1
125534,3,2,1
125537,1,1,1
125541,1,1,1
125546,1,1,1
125554,1,1,1
125557,1,1,1
125558,1,1,1
125560,1,1,1
125561,1,1,1
125562,6,2,1
125563,1,1,1
125564,1,1,1
125565,1,1,1
125566,1,1,1
125567,1,1,1
125571,1,1,1
125573,1,1,1
125575,1,1,1
125584,1,1,1
125587,1,1,1
125588,0+,0+,0+
125589,2,1,1
125591,1,1,1
125592,1,1,1
125593,1,1,1
125594,1,1,1
125596,1,1,1
125598,1,1,1
125599,3,2,1
125604,1,1,1
125611,1,1,1
125626,1,1,1
125631,0+,0+,0+
125640,2,1,1
125643,1,1,1
125646,1,1,1
125647,1,1,1
125648,1,1,1
125652,3,2,1
125654,1,1,1
125663,1,1,1
125664,1,1,1
125665,1,1,1
125669,4,2,1
125676,1,1,1
125679,1,1,1
125680,1,1,1
125682,1,1,1
125683,1,1,1
125686,1,1,1
125688,1,1,1
125689,1,1,1
125690,2,1,1
125692,6,5,3
125702,4,2,1
125703,0+,0+,0+
125708,1,1,1
125709,1,1,1
125716,1,1,1
125724,1,1,1
125726,1,1,1
125734,1,1,1
125735,1,1,1
125738,1,1,1
125740,1,1,1
125742,1,1,1
125743,1,1,1
125747,1,1,1
125751,0+,0+,0+
125753,2,1,2+
125754,1,1,1
125755,2,3,1
125756,1,1,1
125757,2,1,1
125758,1,1,1
125766,1,2,1
125769,1,1,1
125770,1,1,1
125773,1,1,1
125775,1,1,1
125782,2,1,1
125783,0+,0+,0+
125788,1,1,1
125789,1,1,1
125796,1,1,1
125798,0+,0+,0+
125799,1,1,1
125800,4,2,1
125801,1,1,1
125816,1,1,1
125817,1,1,1
125824,1,1,1
125826,1,1,1
125827,1,1,1
125829,1,1,1
125830,1,1,1
125833,1,1,1
125835,1,1,1
125836,1,1,1
125841,1,1,1
125845,1,1,1
125849,1,1,1
125852,1,1,1
125853,2,4,3
125855,1,1,1
125858,1,1,1
125860,2,1,1
125861,1,1,1
125862,1,1,1
125863,1,1,1
125864,3,2,1
125866,1,1,1
125873,1,1,1
125874,1,1,1
125875,0+,0+,0+
125876,0+,0+,0+
125877,1,1,1
125878,1,1,1
125889,1,1,1
125891,1,1,1
125892,1,1,1
125894,1,1,1
125898,4,5,1
125900,0+,0+,0+
125905,1,1,1
125910,1,1,1
125913,1,1,1
125916,1,1,1
125919,1,1,1
125922,1,1,1
125923,1,1,1
125938,1,1,1
125940,1,1,1
125948,1,1,1
125949,0+,0+,0+
125950,1,4,1
125951,4,1,1
125955,1,1,1
125965,1,1,1
125967,1,1,1
125971,1,1,1
125981,2,1,1
125992,1,1,1
125994,1,1,1
125998,1,1,1
126002,0+,0+,0+
126003,1,1,1
126004,3,2,1
126005,1,1,1
126006,0+,0+,0+
126018,1,1,1
126020,1,1,1
126029,1,1,1
126043,1,1,1
126046,1,1,1
126048,1,1,1
126053,1,1,1
126055,1,1,1
126071,4,1,1
126073,1,1,1
126078,1,1,1
126079,1,1,1
126080,1,1,1
126081,1,1,1
126099,1,1,1
126108,1,1,1
126127,1,1,1
126131,1,1,1
126158,1,1,1
126161,6,3,1
126162,6,2,1
126164,5,4,1
126172,1,1,1
126173,1,1,1
126174,1,1,1
126203,1,1,1
126216,1,1,1
126218,4,1,1
126220,1,1,1
126221,4,3,1
126222,1,1,1
126223,1,1,1
126229,1,1,1
126232,0+,0+,0+
126235,1,1,1
126236,2,3,1
126244,2,1,1
126245,1,1,1
126247,4,2,1
126248,1,1,1
126249,1,1,1
126258,3,4,1
126265,1,4,2
126268,4,2,1
126275,1,1,1
126276,1,1,1
126278,1,1,1
126321,1,1,1
126328,1,1,1
126332,1,1,1
126337,1,2,1
126370,1,1,1
126375,1,1,1
126379,4,2,1
126423,1,1,1
126425,1,1,1
126432,1,1,1
126434,1,2,1
126437,5,3,1
126439,0+,0+,0+
126440,1,1,1
126445,1,1,1
126448,1,1,1
126451,1,1,1
126465,0+,0+,0+
126466,0+,0+,0+
126484,1,1,1
126509,1,1,1
126518,1,1,1
126520,1,1,1
126523,1,1,1
126524,1,1,1
126525,1,1,1
126527,2,1,1
126530,1,1,1
126531,1,1,1
126532,4,3,1
126537,1,1,1
126539,1,1,1
126544,1,1,1
126551,1,1,1
126553,1,1,1
126565,1,1,1
126570,1,1,1
126597,5,3,1
126599,1,1,1
126602,2,3,1
126614,2,1,1
126615,1,1,1
126617,1,1,1
126625,1,2,1
126629,1,1,1
126631,1,1,1
126635,1,1,1
126637,1,1,1
126644,3,1,1
126653,2,1,1
126663,1,1,1
126664,1,1,1
126666,0+,0+,0+
126667,0+,0+,0+
126668,0+,0+,0+
126669,0+,0+,0+
126670,0+,0+,0+
126671,0+,0+,0+
126672,0+,0+,0+
126673,1,1,1
126674,1,1,1
126675,0+,0+,0+
126676,1,1,1
126677,1,1,1
126678,0+,0+,0+
126679,0+,0+,0+
126680,0+,0+,0+
126683,0+,0+,0+
126697,1,1,1
126706,1,1,1
126713,1,1,1
126715,1,1,1
126718,1,1,1
126719,1,1,1
126721,1,1,1
126722,1,1,1
126723,1,1,1
126727,1,1,1
126732,1,1,1
126748,1,1,1
126751,3,2,1
126753,1,1,1
126755,1,1,1
126758,0+,0+,0+
126761,2,3,1
126766,1,1,1
126767,1,1,1
126772,1,1,1
126775,1,1,1
126779,1,1,1
126782,1,1,1
126787,0+,0+,0+
126790,1,1,1
126791,1,1,1
126794,1,1,1
126807,2,1,1
126814,1,1,1
126816,1,1,1
126820,0+,0+,0+
126825,0+,0+,0+
126830,2,1,1
126839,4,3,1
126860,1,1,1
126861,1,1,1
126862,0+,0+,0+
126864,0+,0+,0+
126865,0+,0+,0+
126866,0+,0+,0+
126872,1,1,1
126873,1,1,1
126874,1,1,1
126878,1,1,1
126879,1,1,1
126881,1,1,1
126895,1,1,1
126900,0+,0+,0+
126902,0+,0+,0+
126903,0+,0+,0+
126904,1,1,1
126905,0+,0+,0+
126906,0+,0+,0+
126907,0+,0+,0+
126908,1,1,1
126909,1,1,1
126911,0+,0+,0+
126913,1,1,1
126920,1,1,1
126921,1,1,1
126925,1,1,1
126926,1,1,1
126928,1,1,1
126931,0+,0+,0+
126932,1,1,1
126942,2,4,1
126943,2,1,1
126944,1,1,1
126948,1,1,1
126949,1,1,1
126950,3,4,1
126951,3,2,1
126953,1,1,1
126954,4,2,6+
126955,1,1,1
126966,2,5,1
126967,1,1,1
126971,1,1,1
126972,1,1,1
126973,0+,0+,0+
126976,1,1,1
126978,1,1,1
126979,1,1,1
126980,1,1,1
126981,1,1,1
126982,1,1,1
126983,0+,0+,0+
126984,1,1,1
126990,1,1,1
126994,1,1,1
126995,1,1,1
126997,1,1,1
127021,4,3,1
127029,1,1,1
127043,1,1,1
127045,1,1,1
127049,1,1,1
127050,1,1,1
127052,1,1,1
127056,2,3,1
127057,1,1,1
127058,1,1,1
127059,1,1,1
127061,3,4,4+
127062,1,1,1
127063,1,1,1
127064,1,1,1
127067,4,3,1
127068,1,12,3
127069,1,1,1
127071,1,1,1
127072,0+,0+,0+
127073,0+,0+,0+
127074,0+,0+,0+
127075,0+,0+,0+
127085,1,1,1
127086,1,1,1
127091,1,1,1
127092,1,1,1
127094,1,1,1
127097,1,1,1
127098,1,1,1
127099,1,1,1
127105,1,1,1
127106,1,1,1
127108,1,1,1
127112,1,1,1
127113,0+,0+,0+
127114,0+,0+,0+
127115,0+,0+,0+
127116,0+,0+,0+
127117,1,1,1
127118,0+,0+,0+
127119,0+,0+,0+
127120,0+,0+,0+
127121,0+,0+,0+
127122,0+,0+,0+
127123,1,1,1
127124,1,1,1
127125,1,1,1
127126,2,1,1
127128,1,1,1
127131,1,1,1
127136,1,1,1
127148,0+,0+,0+
127149,0+,0+,0+
127150,0+,0+,0+
127151,3,2,1
127152,0+,0+,0+
127156,0+,0+,0+
127157,1,1,1
127158,1,1,1
127159,1,1,1
127160,1,1,1
127161,1,1,1
127162,0+,0+,0+
127163,1,1,1
127164,1,1,1
127165,1,1,1
127166,0+,0+,0+
127178,1,1,1
127179,1,1,1
127180,1,1,1
127181,1,1,1
127182,1,1,1
127183,1,1,1
127184,1,1,1
127185,1,1,1
127186,1,1,1
127187,5,3,1
127189,2,1,1
127190,1,1,1
127192,4,1,4+
127198,1,1,1
127199,1,1,1
127200,1,1,1
127201,1,1,1
127202,2,1,1
127203,5,2,1
127204,0+,0+,0+
127206,1,1,1
127207,1,1,1
127208,1,1,1
127215,1,1,1
127216,4,3,1
127217,0+,0+,0+
127218,1,1,1
127220,1,1,1
127221,1,1,1
127222,1,1,1
127223,1,1,1
127224,0+,0+,0+
127226,0+,0+,0+
127227,4,2,1
127228,0+,0+,0+
127230,1,1,1
127237,0+,0+,0+
127238,0+,0+,0+
127239,0+,0+,0+
127242,1,1,1
127260,1,1,1
127265,1,1,1
127271,3,2,1
127273,1,1,1
127274,1,1,1
127277,4,2,1
127279,1,1,1
127280,1,1,1
127281,1,1,1
127283,1,1,1
127286,4,2,1
127287,4,2,1
127288,1,1,1
127295,1,1,1
127300,1,1,1
127302,1,1,1
127303,1,1,1
127306,1,1,1
127307,1,1,1
127309,1,1,1
127311,1,1,1
127313,1,1,1
127314,0+,0+,0+
127315,0+,0+,0+
127316,0+,0+,0+
127318,1,1,1
127319,1,1,1
127320,1,1,1
127322,1,1+,1
127325,1,1,1
127326,1,1,1
127328,0+,0+,0+
127329,0+,0+,0+
127330,0+,0+,0+
127331,0+,0+,0+
127332,0+,0+,0+
127337,1,2,1
127340,1,1,1
127347,1,1,1
127348,1,1,1
127349,1,1,1
127350,1,1,1
127351,1,1,1
127352,1,1,1
127353,1,1,1
127354,6,4,1
127358,1,1,1
127361,2,1,1
127363,1,1,1
127364,2,1,1
127367,1,1,1
127370,4,1,4+
127372,0+,0+,0+
127373,2,1,6
127374,2,1,1
127375,1,1,1
127379,0+,0+,0+
127380,0+,0+,0+
127381,0+,0+,0+
127382,0+,0+,0+
127383,0+,0+,0+
127384,0+,0+,0+
127385,0+,0+,0+
127386,0+,0+,0+
127387,0+,0+,0+
127388,0+,0+,0+
127389,4,3,1
127394,0+,0+,0+
127395,1,1,1
127396,1,1,1
127397,0+,0+,0+
127418,2,1,1
127421,5,4,1
127424,1,1,1+
127426,1,1,1
127427,1,1,1
127428,4,3,1
127435,3,2,1
127437,2,1,1
127440,1,1,1
127441,1,1,1
127442,1,1,1
127446,1,1,1
127456,1,1,1
127476,3,1,1
127480,0+,0+,0+
127483,1,1,1
127491,1,1,1
127497,2,2,1
127498,3,2,1
127500,1,1,1
127501,1,1,1
127502,1,1,1
127503,1,1,1
127504,1,1,1
127506,1,1,1
127508,1,1,1
127515,1,1,1
127517,1,1,1
127526,1,1,1
127528,1,1,1
127535,1,1,1
127537,1,1,1
127539,1,1,1
127540,1,1,1
127541,1,1,1
127543,1,1,1
127544,1,1,1
127545,3,2,1
127546,0+,0+,0+
127548,0+,0+,0+
127549,3,2,1
127552,0+,0+,0+
127560,1,1,1
127563,0+,0+,0+
127564,2,3,1
127567,3,1,1
127568,3,1,1
127569,3,1,1
127570,3,1,1
127581,2,1,1
127585,1,1,1
127586,1,1,1
127587,1,1,1
127588,1,1,1
127591,1,1,1
127600,1,1,1
127603,1,1,1
127604,1,1,1
127606,4,2,1
127608,1,1,1
127612,1,1,1
127613,1,1,1
127614,0+,0+,0+
127615,0+,0+,0+
127616,0+,0+,0+
127617,0+,0+,0+
127618,0+,0+,0+
127619,0+,0+,0+
127620,0+,0+,0+
127621,1,1,1
127628,1,1,1
127635,1,1,1
127637,1,1,1
127638,1,1,1
127639,1,1,1
127640,1,1,1
127641,1,1,1
127643,1,1,1
127644,1,1,1
127647,1,1,1
127652,3,2,1
127653,1,1,1
127662,0+,0+,0+
127663,0+,0+,0+
127667,1,1,1
127668,1,1,1
127670,0+,0+,0+
127673,1,1,1
127677,1,1,1
127678,0+,0+,0+
127679,0+,0+,0+
127681,0+,0+,0+
127682,1,1,1
127683,1,1,1
127684,4,1,1
127685,1,2,1
127691,1,1,1
127692,1,1,1
127695,1,1,1
127696,1,1,1
127699,0+,0+,0+
127701,1,1,1
127702,1,1,1
127703,1,1,1
127704,1,1,1
127705,1,1,1
127708,0+,0+,0+
127709,4,2,1
127710,0+,0+,0+
127711,0+,0+,0+
127712,0+,0+,0+
127713,0+,0+,0+
127715,2,1,1
127723,1,1,1
127724,1,1,1
127727,3,2,1
127735,0+,0+,0+
127737,1,1,1
127738,1,1,1
127739,0+,0+,0+
127740,0+,0+,0+
127741,1,1,1
127742,0+,0+,0+
127743,0+,0+,0+
127744,0+,0+,0+
127751,0+,0+,0+
127752,0+,0+,0+
127753,1,1,1
127755,1,1,1
127759,1,1,1
127760,0+,0+,0+
127771,2,1,1
127772,1,1,1
127776,1,1,1
127782,1,1,1
127783,1,1,1
127785,1,1,1
127786,1,2,1
127787,1,1,1
127788,1,1,1
127790,1,1,1
127793,1,1,1
127794,1,1,1
127796,2,1,1
127800,1,1,1
127801,1,1,1
127802,1,1,1
127803,1,1,1
127804,0+,0+,0+
127805,1,1,1
127806,1,1,1
127812,1,1,1
127813,1,1,1
127815,1,1,1
127819,1,1,1
127820,1,1,1
127829,1,2,1
127835,1,1,1
127838,5,3,1
127840,1,1,1
127853,4,3,1
127875,1,1,1
127878,0+,0+,0+
127880,1,1,1
127889,1,1,1
127892,1,1,1
127898,1,1,1
127902,1,1,1
127921,1,1,1
127924,1,1,1
127926,4+,4,1
127928,1,1,1
127929,1,1,1
127930,1,1,1
127934,1,1,1
127935,1,1,1
127936,1,1,1
127937,0+,0+,0+
127938,1,1,1
127939,1,1,1
127940,1,1,1
127948,1,1,1
127949,1,1,1
127950,1,1,1
127951,1,1,1
127952,1,1,1
127953,1,1,1
127968,1,1,1
127974,1,1,1
127983,1,1,1
127984,1,1,1
127987,1,1,1
127988,3,2,1
127990,2,1,1
127991,0+,0+,0+
128003,1,1,1
128004,1,1,1
128007,1,1,1
128008,1,1,1
128012,1,1,1
128014,0+,0+,0+
128015,1,1,1
128016,1,3,1
128021,1,3,1
128022,1,1,1
128025,1,1,1
128026,1,1,1
128034,1,1,1
128036,4,2,1
128039,0+,0+,0+
128042,1,1,1
128045,1,1,1
128061,1,1,1
128075,1,1,1
128081,1,2,2+
128082,2,2,1
128083,1,1,1
128084,0+,0+,0+
128085,1,1,1
128086,1,1,1
128087,1,1,1
128088,1,1,1
128089,1,1,1
128100,1,1,1
128101,1,1,1
128103,1,1,1
128105,1,1,1
128109,0+,0+,0+
128111,1,1,1
128112,1,1,1
128120,1,1,1
128123,1,1,1
128124,3,1,1
128128,1,1,1
128132,1,1,1
128133,1,1,1
128135,1,1,1
128136,1,1,1
128138,1,1,1
128139,1,1,1
128141,1,1,1
128142,3,2,6+
128143,1,1,1
128144,1,1,1
128145,1,1,1
128146,1,1,1
128148,1,1,1
128152,1,1,1
128156,1,1,1
128157,4,1,1
128158,1,1,1
128164,0+,0+,0+
128165,0+,0+,0+
128166,1,1,1
128175,1,1,1
128182,1,1,1
128183,1,1,1
128184,1,1,1
128186,2,3,1
128187,1,1,1
128188,1,1,1
128189,1,1,1
128190,1,1,1
128191,1,1,1
128195,0+,0+,0+
128196,1,1,1
128197,3,2,1
128199,1,4,1
128201,1,1,1
128202,1,1,1
128203,1,1,1
128206,1,1,1
128207,1,1,1
128213,2,3+,1
128214,0+,0+,0+
128215,1,1,1
128216,1,1,1
128217,1,1,1
128228,1,1,1
128234,1,1,1
128236,4,2,6+
128238,1,1,1
128255,1,1,1
128258,1,1,1
128267,1,1,1
128269,0+,0+,0+
128270,4,2,6+
128272,1,1,1
128274,2,4,1
128276,1,2,1
128278,0+,0+,0+
128281,1,1,1
128283,1,1,1
128287,1,1,1
128289,8+,1,1
128290,1,1,1
128293,1,1,1
128294,1,1,1
128295,1,1,1
128299,0+,0+,0+
128300,0+,0+,0+
128301,1,1,1
128308,1,1,1
128311,1,1,1
128337,1,1,1
128345,1,1,1
128354,1,1,1
128356,2,1,1
128357,1,1,1
128386,3,2,1
128390,1,1,1
128391,1,2,1
128393,1,1,1
128400,1,1,1
128409,1,1,1
128410,1,1,1
128411,0+,0+,0+
128413,1,1,1
128415,1,1,1
128416,3,2,1
128417,1,1,1
128418,1,1,1
128420,1,1,1
128421,1,1,1
128422,1,1,1
128423,1,1,1
128424,1,1,1
128426,1,1,1
128428,1,1,1
128431,4,2,1
128432,1,1,1
128433,4,1,1
128435,1,1,1
128436,1,1,1
128438,2,2+,1
128440,0+,0+,0+
128443,1,1,1
128444,1,1,1
128446,1,1,1
128449,1,1,1
128450,1,1,1
128451,1,2,1
128452,1,1,1
128454,1,1,1
128455,1,1,1
128456,1,1,1
128458,1,1,1
128459,1,1,1
128460,1,1,1
128462,3,2,1
128463,1,1,1
128464,0+,0+,0+
128469,1,1,1
128470,0+,0+,0+
128471,1,1,1
128472,1,1,1
128473,1,1,1
128474,2,1,3+
128476,1,1,1
128477,1,1,1
128478,4,3,1
128479,1,1,1
128484,4,4,1
128489,1,1,1
128490,2,1,5
128491,1,1,1
128492,1,1,1
128494,1,1,1
128498,1,1,1
128499,1,1,1
128500,1,1,1
128501,1,1,1
128502,1,1,1
128503,1,1,1
128504,1,1,1
128505,1,1,1
128506,2,3,1
128507,1,1,1
128508,1,1,1
128510,1,1,1
128511,1,1,1
128512,1,1,1
128513,1,1,1
128514,1,1,1
128515,1,1,1
128516,1,1,1
128519,0+,0+,0+
128520,1,1,1
128521,0+,0+,0+
128523,0+,0+,0+
128530,1,1,1
128544,1,1,1
128547,1,1,1
128549,1,1,1
128552,0+,0+,0+
128556,1,1,1
128557,1,1,1
128558,0+,0+,0+
128560,0+,0+,0+
128561,0+,0+,0+
128564,0+,0+,0+
128566,1,1,1
128567,1,1,1
128569,0+,0+,0+
128570,1,1,1
128573,0+,0+,0+
128586,6+,1,1
128592,0+,0+,0+
128598,3,2,1
128620,1,1,1
128624,1,1,1
128627,1,1,1
128655,1,3,1
128656,1,1,1
128657,1,1,1
128659,1,1,1
128660,0+,0+,0+
128666,6,4,1
128668,1,1,1
128683,1,1,1
128684,1,1,1
128685,1,1,1
128689,1,1,1
128690,1,1,1
128691,1,1,1
128692,1,1,1
128693,1,1,1
128695,1,1,1
128696,1,1,1
128697,1,1,1
128699,0+,0+,0+
128701,1,1,1
128709,4,2,1
128713,1,1,1
128714,1,1,1
128716,1,1,1
128730,1,1,1
128732,1,1,1
128734,1,1,1
128740,1,1,1
128750,0+,0+,0+
128751,4,4,1
128753,1,1,1
128755,1,1,1
128756,1,1,1
128757,1,1,1
128758,1,1,1
128759,1,1,1
128760,1,1,1
128761,1,1,1
128762,1,1,1
128763,1,1,1
128764,1,1,1
128765,1,1,1
128766,1,1,1
128767,1,1,1
128768,1,1,1
128770,1,1,1
128771,4,1,1
128772,1,1,1
128773,1,1,1
128774,1,1,1
128775,1,1,1
128776,1,1,1
128779,1,1,1
128781,1,1,1
128783,1,1,1
128784,0+,0+,0+
128785,1,1,1
128786,1,1,1
128787,1,1,1
128788,3,2,1
128795,1,1,1
128799,2,1,1
128800,1,1,1+
128803,1,1,1+
128805,1,1,1
128806,1,1,1
128807,1,1,1
128808,1,1,1
128811,4,1,1
128816,1,2,1
128817,1,1,1
128818,1,1,1
128819,1,1,1
128820,1,1,1
128821,1,1,1
128822,1,1,1
128823,1,1,1
128824,1,1,1
128825,1,1,1
128826,1,1,1
128827,1,1,1
128828,1,1,1
128829,1,1,1
128830,1,1,1
128831,1,1,1
128832,0+,0+,0+
128833,1,1,1
128836,0+,0+,0+
128838,1,1,1
128839,1,1,1
128841,1,1,1
128842,1,1,1
